name,lat,lng,rating,types
Restaurant Anita,48.83893399999999,2.266344999999999,4.8,"['restaurant', 'bar', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
Koedo - GARE PONT DU GARIGLIANO,48.83927809999999,2.2709702,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Arlette,48.8365129,2.2633858,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cojean CTV vente à emporter uniquement,48.8370737,2.2750802,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cokisushi,48.837368,2.278820999999999,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Aux 3 Présidents,48.8362214,2.2733703,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Pho 520,48.8370716,2.2781355,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Terminus Balard,48.8370796,2.2783538,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Au Palais de Joie Nicosef,48.83775070000001,2.278365200000001,4.4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
E J O,48.83756209999999,2.2783434,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Saitama Balard Japonais,48.8378505,2.2780523,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
PizzBurg,48.8373683,2.2788213,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cafétéria Médiance Hôpital Européen Georges Pompidou,48.8391443,2.2742242,2.9,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
McDonald's,48.8315963,2.276479,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Bistrot d'André,48.8372922,2.2771137,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cojean CTV vente à emporter uniquement,48.8370737,2.2750802,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Cantine,48.8363625,2.2734297,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Fast Balard,48.8370712,2.2792676,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Nella Indian Street Food,48.8371421,2.2776923,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Briochette et Compagnie,48.8357977,2.2784309,4.5,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Café Le PC,48.8358405,2.278464500000001,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Juste Leblanc,48.83708729999999,2.27796,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dl Jem,48.8370716,2.2781355,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Les Bag'Elles de Zou,48.83306819999999,2.2771502,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Beurre Noisette,48.835621,2.2847406,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Hôtel Le Carrosse,48.8348459,2.2844514,4.0,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Le Buron,48.8382514,2.281554,4.1,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Cokisushi,48.837368,2.278820999999999,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Au Palais de Joie Nicosef,48.83775070000001,2.278365200000001,4.4,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
Le Terminus Balard,48.8370796,2.2783538,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Pho 520,48.8370716,2.2781355,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
PizzBurg,48.8373683,2.2788213,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
E J O,48.83756209999999,2.2783434,,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Restaurant Saitama Balard Japonais,48.8378505,2.2780523,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Carrefour City,48.837747,2.280779,3.6,"['supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Oishi Sushi,48.8367519,2.2824065,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Domo Sushi,48.8367519,2.2824065,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Le 347 Lecourbe,48.836713,2.283473,4.4,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Brasserie Bar Tabac Le Boyard,48.83841769999999,2.2818302,3.9,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Casa Roma Vasco de Gama,48.8370142,2.283604,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Saint Mercure,48.8360473,2.284233,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Restaurant Japonais Osaka,48.83446989999999,2.284408,4.0,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Aux 3 Présidents,48.8362214,2.2733703,4.0,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
Etincelle,48.8374257,2.2847743,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Le Beurre Noisette,48.835621,2.2847406,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Hôtel Le Carrosse,48.8348459,2.2844514,4.0,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Table Marocaine du XV,48.83414479999999,2.287922099999999,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dupont Versailles,48.8328922,2.2882669,3.0,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Le Buron,48.8382514,2.281554,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant BONZAÏ 75015,48.83324469999999,2.288791599999999,3.7,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Al Wady Restaurant Libanais,48.839805,2.283447999999999,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café Victoria,48.8335685,2.2868824,4.2,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Le 347 Lecourbe,48.836713,2.283473,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Saint Mercure,48.8360473,2.284233,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Japonais Osaka,48.83446989999999,2.284408,4.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Casa Roma Vasco de Gama,48.8370142,2.283604,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Oishi Sushi,48.8367519,2.2824065,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Domo Sushi,48.8367519,2.2824065,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Etincelle,48.8374257,2.2847743,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café Eugène,48.83367860000001,2.2865845,3.7,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Brasserie Bar Tabac Le Boyard,48.83841769999999,2.2818302,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Carrefour City,48.837747,2.280779,3.6,"['supermarket', 'grocery_or_supermarket', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cokisushi,48.837368,2.278820999999999,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
L'Accolade,48.8372654,2.289306,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Afaria,48.8360054,2.2916562,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Beurre Noisette,48.835621,2.2847406,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Hôtel Le Carrosse,48.8348459,2.2844514,4.0,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
MAW'ADE Lebanese,48.8347902,2.2913676,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Table Marocaine du XV,48.83414479999999,2.287922099999999,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SAGARMATHA,48.8389277,2.2914703,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dupont Versailles,48.8328922,2.2882669,3.0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
LA PLACE ITALIENNE Paris 15 - Da Faustino (Ex-Alice pizza),48.8355441,2.295427799999999,4.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant BONZAÏ 75015,48.83324469999999,2.288791599999999,3.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
The Counter Rugby Bar,48.8356819,2.2929412,4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Café Victoria,48.8335685,2.2868824,4.2,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Crêperie Mad'eo!,48.8338861,2.289469399999999,4.7,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
L'Accolade,48.8372654,2.289306,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
750g La Table,48.8337683,2.2903701,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café Eugène,48.83367860000001,2.2865845,3.7,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.8328863,2.2889496,3.2,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Rond Point Cafe,48.8383581,2.2890788,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Lutèce,48.8385651,2.2890109,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Cambodge 15,48.83591370000001,2.2940534,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Saint Mercure,48.8360473,2.284233,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Afaria,48.8360054,2.2916562,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pathé Convention,48.8377165,2.2964564,4.2,"['movie_theater', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
KFC,48.8370179,2.2962831,3.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
LA PLACE ITALIENNE Paris 15 - Da Faustino (Ex-Alice pizza),48.8355441,2.295427799999999,4.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
MAW'ADE Lebanese,48.8347902,2.2913676,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Songsan Restaurant,48.83666669999999,2.299318,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SAGARMATHA,48.8389277,2.2914703,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Indian Swad,48.8325266,2.2973407,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
The Counter Rugby Bar,48.8356819,2.2929412,4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Table Marocaine du XV,48.83414479999999,2.287922099999999,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Royal Palace,48.8374268,2.2970521,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
GOTHAM,48.83394560000001,2.2952456,4.3,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']"
Le Cambodge 15,48.83591370000001,2.2940534,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sushi Shop Paris Vaugirard,48.8363945,2.2942772,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Via Del Gusto,48.8364402,2.2944813,4.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Aux Sports,48.8343459,2.295821699999999,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
McDonald's,48.8373789,2.295518599999999,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Brasserie Le Convention,48.8370618,2.296595899999999,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Seto,48.8368627,2.297308,2.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.83312,2.29445,3.1,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Pathé Convention,48.8377165,2.2964564,4.2,"['movie_theater', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Je Thé... Me,48.83867840000001,2.3004769,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
KFC,48.8370179,2.2962831,3.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Songsan Restaurant,48.83666669999999,2.299318,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
LA PLACE ITALIENNE Paris 15 - Da Faustino (Ex-Alice pizza),48.8355441,2.295427799999999,4.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Indian Swad,48.8325266,2.2973407,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Starbucks,48.839085,2.3002451,3.9,"['cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Les Vignes du Liban Paris,48.8392771,2.3007352,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Itouya,48.8337285,2.304559,4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Le Royal Palace,48.8374268,2.2970521,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SIAM CITY,48.838221,2.297479999999999,4.5,"['movie_theater', 'restaurant', 'food', 'point_of_interest', 'establishment']"
OKITO WOK - À VOLONTÉ (Paris 15ème Convention),48.8370061,2.2987422,3.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Café Arthur et Juliette,48.83295039999999,2.3003868,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Deuz Restaurant,48.8368901,2.3031606,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Cézigue,48.8351888,2.3002992,4.8,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
Seto,48.8368627,2.297308,2.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ONO SUSHI,48.83533689999999,2.3021122,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Champa Lao,48.83532449999999,2.302371399999999,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.83368129999999,2.3010447,4.1,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Brasserie Le Convention,48.8370618,2.296595899999999,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Grand Pan,48.8330814,2.3057029,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Je Thé... Me,48.83867840000001,2.3004769,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Songsan Restaurant,48.83666669999999,2.299318,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Itouya,48.8337285,2.304559,4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Les Vignes du Liban Paris,48.8392771,2.3007352,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Starbucks,48.839085,2.3002451,3.9,"['cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Deuz Restaurant,48.8368901,2.3031606,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Intermarché EXPRESS Paris,48.8349682,2.3055434,4.1,"['supermarket', 'bakery', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Champa Lao,48.83532449999999,2.302371399999999,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ONO SUSHI,48.83533689999999,2.3021122,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sarl Dona,48.834244,2.3059705,4.4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Les Favoris,48.8362961,2.3068846,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Cézigue,48.8351888,2.3002992,4.8,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
Franprix,48.83368129999999,2.3010447,4.1,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Le Petit Go,48.8330498,2.3008173,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Instant de Saveurs,48.8380022,2.307955,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
My Salad,48.83799099999999,2.3080238,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café Arthur et Juliette,48.83295039999999,2.3003868,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
OKITO WOK - À VOLONTÉ (Paris 15ème Convention),48.8370061,2.2987422,3.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Vernazza Pizzeria,48.8334208,2.309377699999999,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Grand Pan,48.8330814,2.3057029,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Itouya,48.8337285,2.304559,4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Les Favoris,48.8362961,2.3068846,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
My Salad,48.83799099999999,2.3080238,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Instant de Saveurs,48.8380022,2.307955,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Vernazza Pizzeria,48.8334208,2.309377699999999,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Intermarché EXPRESS Paris,48.8349682,2.3055434,4.1,"['supermarket', 'bakery', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Sarl Dona,48.834244,2.3059705,4.4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Franprix,48.83292789999999,2.3122273,3.0,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Franprix,48.8394276,2.308335500000001,3.6,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Au Jean Bart,48.8396044,2.309534,3.8,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Deuz Restaurant,48.8368901,2.3031606,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Grenier à Pain St Amand,48.8342716,2.3088959,3.8,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Le Commerce,48.834054,2.308081,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Sejong Restaurant,48.8358214,2.3105898,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Kitokito,48.8386408,2.3088694,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Somec,48.835918,2.310733,4.5,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Nagoya Vouillé,48.8341946,2.3066645,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tokyo,48.83888890000001,2.309166700000001,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Dis Vin Gaulois,48.8376877,2.3076675,4.2,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']"
Au Métro,48.8341989,2.3182359,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Cantine du Troquet Pernety,48.8341222,2.3159177,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bistrotters,48.8327769,2.3148769,4.6,"['liquor_store', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Les Frangines,48.83485520000001,2.3196466,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Awabi,48.83650420000001,2.3204321,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Les Tontons,48.83507700000001,2.3201593,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pizza Nellie,48.832974,2.3159648,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Victor / Cuisine maison et marché frais,48.8347953,2.3166327,4.8,"['restaurant', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
L'Entrepôt l Cinéma & Concerts,48.8339708,2.316664799999999,4.2,"['movie_theater', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Sodam,48.83330540000001,2.3158257,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Papy aux Fourneaux I La table d'hôtes I Montparnasse,48.83558800000001,2.318056,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Ernest Brasserie,48.8377549,2.3193911,3.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Pizza Pernety,48.8341843,2.3179846,4.3,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.83292789999999,2.3122273,3.0,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cité Impériale,48.8334641,2.317418,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Halle Quatre,48.8385427,2.3152083,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Saveurs Zen,48.83791979999999,2.3173962,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Virginia,48.8391154,2.314415599999999,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Grill plaisance,48.83200859999999,2.313929,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
L’Essentiel - Restaurant Paris 14,48.8317284,2.3147053,4.3,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Au Métro,48.8341989,2.3182359,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Indiana Club Maine,48.8384194,2.3228278,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Awabi,48.83650420000001,2.3204321,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Île de la Réunion,48.8361109,2.3241331,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Cagouille,48.8371933,2.3208824,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Laurier,48.8325694,2.3205194,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Vin & Marée Maine Montparnasse,48.8365024,2.322986900000001,4.2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Cantine du Troquet Pernety,48.8341222,2.3159177,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Les Frangines,48.83485520000001,2.3196466,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Les Tontons,48.83507700000001,2.3201593,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Aasman restaurant,48.83611730000001,2.32399,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bistrotters,48.8327769,2.3148769,4.6,"['liquor_store', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
L'Assiette,48.833419,2.324069,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Ernest Brasserie,48.8377549,2.3193911,3.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Enzo Pizzeria,48.835454,2.325926,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Sushi Pacha - Restaurant Japonais À Emporter ou En Livraison - Paris,48.8353607,2.3236499,4.5,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
osmoz café,48.83660870000001,2.3206522,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Le Tizzi,48.83424280000001,2.3222328,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Papy aux Fourneaux I La table d'hôtes I Montparnasse,48.83558800000001,2.318056,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pizza Pernety,48.8341843,2.3179846,4.3,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Indiana Club Maine,48.8384194,2.3228278,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Papa Montparnasse - Denfert 14ème,48.835939,2.3274095,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Île de la Réunion,48.8361109,2.3241331,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Backstage café HIPI,48.8393482,2.323423599999999,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Awabi,48.83650420000001,2.3204321,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Enzo Pizzeria,48.835454,2.325926,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Cagouille,48.8371933,2.3208824,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Cornichon - Maison fondée en 2011,48.83412429999999,2.326114999999999,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Au Métro,48.8341989,2.3182359,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Vin & Marée Maine Montparnasse,48.8365024,2.322986900000001,4.2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Pachanga,48.83962500000001,2.322989,3.6,"['night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']"
L'Assiette,48.833419,2.324069,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Les Tontons,48.83507700000001,2.3201593,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Baraka,48.83534230000001,2.3260856,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Les Frangines,48.83485520000001,2.3196466,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Le Laurier,48.8325694,2.3205194,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Félicie,48.8324507,2.324625999999999,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Aasman restaurant,48.83611730000001,2.32399,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Un Jour à Hanoï,48.83473060000001,2.3278052,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Severo,48.83199189999999,2.3245706,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café Oz The Australian Bar Denfert,48.83327779999999,2.333911399999999,3.9,"['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Papa Montparnasse - Denfert 14ème,48.835939,2.3274095,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Enzo Pizzeria,48.835454,2.325926,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Île de la Réunion,48.8361109,2.3241331,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Indiana Café - Denfert Rochereau,48.8334562,2.3320303,3.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
