name,lat,lng,rating,types
Chez Baba,48.850675,2.398298,3.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Mom's Restaurant,48.8517419,2.3993406,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café l'Évasion,48.8518571,2.4009009,4.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Marche Ou Crêpe,48.8527451,2.4005873,4.8,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Chez Younice,48.8516154,2.3992656,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
L'Avenue Café,48.8507634,2.394124,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
LVH,48.850227,2.4038578,5.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Le Bouillon Belge,48.8521505,2.3993052,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Le Patio,48.8480739,2.403825400000001,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Prosper,48.84862,2.3983205,4.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Les pères populaires,48.85112480000001,2.4018614,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Domino's Pizza Paris 20 - Avron,48.8524471,2.4038903,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Miyako Sushi,48.8529315,2.4068942,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SANABILE,48.85180190000001,2.4016074,1.8,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
LVH,48.850227,2.4038578,5.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Odette et Charlus Pyrénées,48.8514591,2.4064857,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Boucl'art,48.8528206,2.4062653,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café l'Évasion,48.8518571,2.4009009,4.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Marche Ou Crêpe,48.8527451,2.4005873,4.8,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Elres,48.8478188,2.4069543,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurant Le Prince,48.852889,2.4077692,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sushi Nagoya,48.8472261,2.4034734,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Mom's Restaurant,48.8517419,2.3993406,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chez Younice,48.8516154,2.3992656,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Café De L' Europe : The Feel,48.8490942,2.409107799999999,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ChoueTte,48.85421949999999,2.4055057,4.6,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Brasserie de L'Europe,48.8477387,2.4080609,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Patio,48.8480739,2.403825400000001,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
McDonald's Porte de Vincennes,48.8475254,2.4108063,3.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Miyako Sushi,48.8529315,2.4068942,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Café De L' Europe : The Feel,48.8490942,2.409107799999999,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Odette et Charlus Pyrénées,48.8514591,2.4064857,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Brasserie de L'Europe,48.8477387,2.4080609,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Restaurant Le Prince,48.852889,2.4077692,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Le Boucl'art,48.8528206,2.4062653,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
McDonald's,48.8532371,2.4104066,3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Elres,48.8478188,2.4069543,,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Café de l'industrie,48.8537575,2.411013899999999,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
LVH,48.850227,2.4038578,5.0,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
Domino's Pizza Paris 20 - Avron,48.8524471,2.4038903,3.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Sushi Star,48.84688269999999,2.407706,4.4,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Le Netter,48.8470647,2.4064463,4.3,"['restaurant', 'liquor_store', 'bar', 'store', 'point_of_interest', 'food', 'establishment']"
O'Tacos,48.8466955,2.4103615,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Au Bout du Monde,48.8521253,2.4063302,4.5,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
ChoueTte,48.85421949999999,2.4055057,4.6,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
La Parisienne,48.8502149,2.403867,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Yotaro Sushi,48.85239,2.403802,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
UBI BAR LA FONTAINE,48.8512132,2.4183881,4.2,"['bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
McDonald's Porte de Vincennes,48.8475254,2.4108063,3.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Mumtaz,48.8492001,2.4165676,3.8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Le Saint Mandé,48.8491667,2.417222199999999,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Events café,48.85218349999999,2.4172752,4.0,"['store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Franprix,48.8484737,2.4174885,3.8,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Lenôtre,48.8462411,2.4154518,3.9,"['liquor_store', 'grocery_or_supermarket', 'bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Arkose Montreuil,48.85174,2.419329,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
McDonald's,48.8532371,2.4104066,3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Café De L' Europe : The Feel,48.8490942,2.409107799999999,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Café de l'industrie,48.8537575,2.411013899999999,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Ambassade de Pékin,48.8471479,2.4177603,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Kyoto Sushi,48.848123,2.417525,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Birdie's Cafe,48.8509129,2.4181762,4.1,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Le Patio Rooftop,48.8515941,2.4159319,4.4,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Brother Food,48.850267,2.411505,,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Poulet B. Paris 20,48.850267,2.411505,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Restaurant Indien,48.84919050000001,2.4165645,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
A M H,48.8521544,2.4164229,,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Le Grand Café,48.8496704,2.4175045,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
UBI BAR LA FONTAINE,48.8512132,2.4183881,4.2,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Dream Sushi,48.8531694,2.4224317,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Mumtaz,48.8492001,2.4165676,3.8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Les Tonneaux,48.85205,2.4238472,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Arkose Montreuil,48.85174,2.419329,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Saint Mandé,48.8491667,2.417222199999999,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Events café,48.85218349999999,2.4172752,4.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Franprix,48.8484737,2.4174885,3.8,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Le Marsoulan,48.851643,2.423562,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Petit Deauville,48.8519075,2.423600399999999,4.1,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Boun,48.8479329,2.4233595,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Danieli Caffè,48.8464851,2.4195819,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
L'assiette voyageuse,48.84911770000001,2.4249543,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Ambassade de Pékin,48.8471479,2.4177603,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
L'Atelier,48.85228249999999,2.4237558,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sushi 123,48.8461704,2.419232899999999,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Okinawa,48.8543891,2.4197208,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.8548535,2.4194909,3.3,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Le Petit Gourmet,48.8463758,2.4206599,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
On Dîne à la Cheminée,48.849056,2.422309,3.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
UBI BAR LA FONTAINE,48.8512132,2.4183881,4.2,"['bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Dream Sushi,48.8531694,2.4224317,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Les Tonneaux,48.85205,2.4238472,4.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Atanka - Produits Bio & Paysans,48.85272899999999,2.426015,5.0,"['bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Le Marsoulan,48.851643,2.423562,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Le Petit Deauville,48.8519075,2.423600399999999,4.1,"['restaurant', 'store', 'cafe', 'point_of_interest', 'food', 'establishment']"
L'assiette voyageuse,48.84911770000001,2.4249543,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Franprix,48.8491115,2.425725399999999,3.2,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Brasserie Des Laitières,48.84903989999999,2.426237699999999,4.2,"['liquor_store', 'bar', 'bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Boun,48.8479329,2.4233595,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Franprix,48.8531671,2.4264843,3.1,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Arkose Montreuil,48.85174,2.419329,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
L'Atelier,48.85228249999999,2.4237558,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Re-Naissance,48.85219959999999,2.4263166,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
On Dîne à la Cheminée,48.849056,2.422309,3.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Oyama Sushi,48.8490262,2.4258817,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Marinel Bernard,48.848674,2.4263333,4.4,"['restaurant', 'store', 'point_of_interest', 'food', 'establishment']"
L'Amourette,48.85312159999999,2.4234494,4.3,"['restaurant', 'bar', 'cafe', 'point_of_interest', 'food', 'establishment']"
Bistrot Mademoiselle,48.84885140000001,2.4229449,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
M I M,48.84985,2.4265313,4.6,"['bar', 'cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Atanka - Produits Bio & Paysans,48.85272899999999,2.426015,5.0,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
LE VINZEN,48.8487217,2.4323197,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Brasserie Des Laitières,48.84903989999999,2.426237699999999,4.2,"['liquor_store', 'bar', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.8491115,2.425725399999999,3.2,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
L'assiette voyageuse,48.84911770000001,2.4249543,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.8510371,2.433960599999999,3.9,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.8531671,2.4264843,3.1,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Les Tonneaux,48.85205,2.4238472,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Le Marsoulan,48.851643,2.423562,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Petit Deauville,48.8519075,2.423600399999999,4.1,"['restaurant', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']"
SushiFun,48.848591,2.4344631,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Re-Naissance,48.85219959999999,2.4263166,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
L'Atelier,48.85228249999999,2.4237558,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
LE CELTIC,48.8482034,2.4347709,3.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Vincennes Carrefour City,48.8484293,2.4319093,3.9,"['supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Oyama Sushi,48.8490262,2.4258817,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Marinel Bernard,48.848674,2.4263333,4.4,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
L'Archipel,48.8493505,2.4345174,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
M I M,48.84985,2.4265313,4.6,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Denoway Food,48.8498836,2.4293073,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SUSHI CHATEAU,48.8517211,2.4384636,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Renine,48.8507436,2.4380477,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
LE CELTIC,48.8482034,2.4347709,3.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
LE VINZEN,48.8487217,2.4323197,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.8510371,2.433960599999999,3.9,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
SushiFun,48.848591,2.4344631,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Lys d'Or,48.84875539999999,2.4379932,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Delices Di Pasta,48.85164499999999,2.4384381,3.9,"['meal_delivery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La place,48.84733219999999,2.4349482,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Matsuya,48.8508864,2.4401896,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
McDonald's,48.84729039999999,2.4370965,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Vincennes Carrefour City,48.8484293,2.4319093,3.9,"['supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
L'Archipel,48.8493505,2.4345174,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pizza Sicile,48.85081600000001,2.434007500000001,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Kep,48.8508166,2.4339396,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
O p'tit bouillon,48.85048399999999,2.434790699999999,4.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Street Café (Bubble Tea),48.85001930000001,2.4350532,4.2,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
En-cas de campagne,48.8498398,2.4347451,3.7,"['bakery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Due Figlie In Cucina,48.8493903,2.434432999999999,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Royal Vincennes,48.8487014,2.4346936,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SUSHI CHATEAU,48.8517211,2.4384636,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Renine,48.8507436,2.4380477,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Lys d'Or,48.84875539999999,2.4379932,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Delices Di Pasta,48.85164499999999,2.4384381,3.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Matsuya,48.8508864,2.4401896,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sunny’s,48.8480365,2.4403247,4.2,"['cafe', 'bakery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Franprix,48.8510371,2.433960599999999,3.9,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
LE CELTIC,48.8482034,2.4347709,3.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Sogeres,48.8494105,2.445266,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SushiFun,48.848591,2.4344631,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
McDonald's,48.84729039999999,2.4370965,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La place,48.84733219999999,2.4349482,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Marigny,48.84800269999999,2.4381693,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
L'Archipel,48.8493505,2.4345174,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sole Mio,48.85166,2.4384733,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pepe Chicken by FastGood Cuisine,48.8508217,2.441154,3.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Dirty Vegan Burgers by Taster,48.8508217,2.441154,2.8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Out Fry - Korean Fried Chicken by Taster,48.8508217,2.441154,3.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Ragondinerie,48.8523021,2.4384765,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
l'Olivier du Kef,48.85279929999999,2.438668499999999,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sogeres,48.8494105,2.445266,1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
SUSHI CHATEAU,48.8517211,2.4384636,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Franprix,48.8479741,2.4451185,2.9,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Matsuya,48.8508864,2.4401896,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Asie Douceur,48.8480134,2.4463066,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Sunny’s,48.8480365,2.4403247,4.2,"['bar', 'meal_takeaway', 'bakery', 'store', 'cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Delistreet - Location Food Truck Paris - Privatisation de camion restaurant pour Anniversaire / Mariage / Brunch / Séminaire,48.8532555,2.448348199999999,4.8,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Renine,48.8507436,2.4380477,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Delices Di Pasta,48.85164499999999,2.4384381,3.9,"['meal_delivery', 'meal_takeaway', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Lys d'Or,48.84875539999999,2.4379932,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Bistrot La Gueule À Vins,48.84797930000001,2.4454675,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Schnert'z,48.84984920000001,2.444369699999999,4.8,"['restaurant', 'point_of_interest', 'food', 'establishment']"
La Conca d'Oro,48.850472,2.4461466,4.3,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Marché d'à Côté,48.8493351,2.4459898,2.9,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Pepe Chicken by FastGood Cuisine,48.8508217,2.441154,3.3,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Dirty Vegan Burgers by Taster,48.8508217,2.441154,2.8,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Out Fry - Korean Fried Chicken by Taster,48.8508217,2.441154,3.6,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']"
Andiamo pizza,48.85035509999999,2.4477634,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
PIZZA TORY/ Riya Pizza,48.8529122,2.4437383,4.2,"['restaurant', 'bakery', 'store', 'point_of_interest', 'food', 'establishment']"
Good time Vincennes,48.8484115,2.4457545,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
Sogeres,48.8494105,2.445266,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sushi Thaï - Restaurant Sushi Vincennes,48.85013799999999,2.451083999999999,4.6,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Delistreet - Location Food Truck Paris - Privatisation de camion restaurant pour Anniversaire / Mariage / Brunch / Séminaire,48.8532555,2.448348199999999,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Asie Douceur,48.8480134,2.4463066,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.8479741,2.4451185,2.9,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Villa de Capri,48.846611,2.4513147,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Nikayo,48.8496385,2.455643499999999,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.84902520000001,2.4554722,2.9,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Andiamo pizza,48.85035509999999,2.4477634,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cosy Sun,48.8499517,2.4503869,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Eurotec Bati groupe,48.8501369,2.450797,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Uncle Bumpy - Vincennes,48.85014520000001,2.4508186,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Famiglia,48.850015,2.4515309,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sasu Rafaelo,48.84989299999999,2.451881,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Conca d'Oro,48.850472,2.4461466,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La cabane restaurant,48.8526291,2.4487919,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Marché d'à Côté,48.8493351,2.4459898,2.9,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
La Route des Indes,48.84826460000001,2.4510391,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le Tiger Asian FOOD,48.8533792,2.448545799999999,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Thai at home Montreuil,48.8534999,2.4479512,3.0,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Nikayo,48.8496385,2.455643499999999,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Franprix,48.84902520000001,2.4554722,2.9,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
L'Empreinte Saray Grill,48.84995129999999,2.4567343,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sushi Thaï - Restaurant Sushi Vincennes,48.85013799999999,2.451083999999999,4.6,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Charcuterie Dalayrac,48.849174,2.4597373,4.6,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Les Clanchistes,48.8490074,2.4597882,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Villa de Capri,48.846611,2.4513147,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Le New Berbère,48.8494444,2.4566667,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']"
ZEN SUSHI FONTENAY,48.84990759999999,2.4566724,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
K Bar Pizza,48.850948,2.45919,4.5,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Allo Pizza Rapido,48.8520001,2.4562305,4.2,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Monte Cristo,48.8500053,2.4564937,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Le Bistrot du Coin,48.8498437,2.454464,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
B Z K,48.8498404,2.4544644,,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Mama Poulet,48.8499728,2.4553247,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']"
I Food Rapide,48.8500616,2.4555464,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pasta Presto Fontenay,48.8500451,2.4556217,4.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Street Wok,48.84999689999999,2.455954,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']"
LA LUISA,48.8491019,2.4545785,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Santa Maria,48.850025,2.4564136,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Nikayo,48.8496385,2.455643499999999,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
